"ano","categoria","atribuicao","comentario","venceu"
"1945 (18th)","Best Picture","Anchors Aweigh","Metro-Goldwyn-Mayer","NO"
"1945 (18th)","Best Picture","The Bells of St. Mary's","Rainbow Productions","NO"
"1945 (18th)","Best Picture","The Lost Weekend","Paramount","YES"
"1945 (18th)","Best Picture","Mildred Pierce","Warner Bros.","NO"
"1945 (18th)","Best Picture","Spellbound","Selznick International Pictures","NO"
"1945 (18th)","Honorary Award","To Walter Wanger","","YES"
"1945 (18th)","Honorary Award","To Peggy Ann Garner","","YES"
"1945 (18th)","Honorary Award","To The House I Live In","music by Earl Robinson, lyrics by Lewis Allan; starring Frank Sinatra; released by RKO Radio.","NO"
"1945 (18th)","Honorary Award","","","YES"
"1944 (17th)","Actor -- Leading Role","Charles Boyer","Gaslight {'Gregory Anton'}","NO"
"1944 (17th)","Actor -- Leading Role","Bing Crosby","Going My Way {'Father O'Malley'}","YES"
"1944 (17th)","Actor -- Leading Role","Barry Fitzgerald","Going My Way {'Father Fitzgibbon'}","NO"
"1944 (17th)","Actor -- Leading Role","Cary Grant","None but the Lonely Heart {'Ernie Mott'}","NO"
"1944 (17th)","Actor -- Leading Role","Alexander Knox","Wilson {'Woodrow Wilson'}","NO"
"1944 (17th)","Actor -- Supporting Role","Hume Cronyn","The Seventh Cross {'Paul Roeder'}","NO"
"1944 (17th)","Actor -- Supporting Role","Barry Fitzgerald","Going My Way {'Father Fitzgibbon'}","YES"
"1944 (17th)","Actor -- Supporting Role","Claude Rains","Mr. Skeffington {'Job Skeffington'}","NO"
"1944 (17th)","Actor -- Supporting Role","Clifton Webb","Laura {'Waldo Lydecker'}","NO"
"1944 (17th)","Actor -- Supporting Role","Monty Woolley","Since You Went Away {'Colonel Smollett'}","NO"
"1944 (17th)","Actress -- Leading Role","Ingrid Bergman","Gaslight {'Paula Alquist'}","YES"
"1944 (17th)","Actress -- Leading Role","Claudette Colbert","Since You Went Away {'Anne Hilton'}","NO"
"1944 (17th)","Actress -- Leading Role","Bette Davis","Mr. Skeffington {'Fanny Trellis Skeffington'}","NO"
"1944 (17th)","Actress -- Leading Role","Greer Garson","Mrs. Parkington {'Susie Parkington'}","NO"
"1944 (17th)","Actress -- Leading Role","Barbara Stanwyck","Double Indemnity {'Phyllis Dietrichson'}","NO"
"1944 (17th)","Actress -- Supporting Role","Ethel Barrymore","None but the Lonely Heart {'Ma Mott'}","YES"
"1944 (17th)","Actress -- Supporting Role","Jennifer Jones","Since You Went Away {'Jane Hilton'}","NO"
"1944 (17th)","Actress -- Supporting Role","Angela Lansbury","Gaslight {'Nancy Oliver'}","NO"
"1944 (17th)","Actress -- Supporting Role","Aline MacMahon","Dragon Seed {'Ling's Wife'}","NO"
"1944 (17th)","Actress -- Supporting Role","Agnes Moorehead","Mrs. Parkington {'Aspacia Conti'}","NO"
"1944 (17th)","Cinematography","Double Indemnity","John Seitz","NO"
"1944 (17th)","Cinematography","Dragon Seed","Sidney Wagner","NO"
"1944 (17th)","Cinematography","Gaslight","Joseph Ruttenberg","NO"
"1944 (17th)","Cinematography","Going My Way","Lionel Lindon","NO"
"1944 (17th)","Cinematography","Laura","Joseph LaShelle","YES"
"1944 (17th)","Cinematography","Lifeboat","Glen MacWilliams","NO"
"1944 (17th)","Cinematography","Since You Went Away","Stanley Cortez, Lee Garmes","NO"
"1944 (17th)","Cinematography","Thirty Seconds over Tokyo","Robert Surtees, Harold Rosson","NO"
"1944 (17th)","Cinematography","The Uninvited","Charles Lang","NO"
"1944 (17th)","Cinematography","The White Cliffs of Dover","George Folsey","NO"
"1944 (17th)","Cinematography","Cover Girl","Rudolph Maté, Allen M. Davey","NO"
"1944 (17th)","Cinematography","Home in Indiana","Edward Cronjager","NO"
"1944 (17th)","Cinematography","Kismet","Charles Rosher","NO"
"1944 (17th)","Cinematography","Lady in the Dark","Ray Rennahan","NO"
"1944 (17th)","Cinematography","Meet Me in St. Louis","George Folsey","NO"
"1944 (17th)","Cinematography","Wilson","Leon Shamroy","YES"
"1944 (17th)","Directing","Double Indemnity","Billy Wilder","NO"
"1944 (17th)","Directing","Going My Way","Leo McCarey","YES"
"1944 (17th)","Directing","Laura","Otto Preminger","NO"
"1944 (17th)","Directing","Lifeboat","Alfred Hitchcock","NO"
"1944 (17th)","Directing","Wilson","Henry King","NO"
"1944 (17th)","Music (Scoring)","Address Unknown","Morris Stoloff, Ernst Toch","NO"
"1944 (17th)","Music (Scoring)","The Adventures of Mark Twain","Max Steiner","NO"
"1944 (17th)","Music (Scoring)","The Bridge of San Luis Rey","Dimitri Tiomkin","NO"
"1944 (17th)","Music (Scoring)","Casanova Brown","Arthur Lange","NO"
"1944 (17th)","Music (Scoring)","Christmas Holiday","H. J. Salter","NO"
"1944 (17th)","Music (Scoring)","Double Indemnity","Miklos Rozsa","NO"
"1944 (17th)","Music (Scoring)","The Fighting Seabees","Walter Scharf, Roy Webb","NO"
"1944 (17th)","Music (Scoring)","The Hairy Ape","Edward Paul, Michel Michelet","NO"
"1944 (17th)","Music (Scoring)","It Happened Tomorrow","Robert Stolz","NO"
"1944 (17th)","Music (Scoring)","Jack London","Frederic Efrem Rich","NO"
"1944 (17th)","Music (Scoring)","Kismet","Herbert Stothart","NO"
"1944 (17th)","Music (Scoring)","None but the Lonely Heart","Hanns Eisler, C. Bakaleinikoff","NO"
"1944 (17th)","Music (Scoring)","The Princess and the Pirate","David Rose","NO"
"1944 (17th)","Music (Scoring)","Since You Went Away","Max Steiner","YES"
"1944 (17th)","Music (Scoring)","Summer Storm","Karl Hajos","NO"
"1944 (17th)","Music (Scoring)","Three Russian Girls","Franke Harling","NO"
"1944 (17th)","Music (Scoring)","Up in Mabel's Room","Edward Paul","NO"
"1944 (17th)","Music (Scoring)","Voice in the Wind","Michel Michelet","NO"
"1944 (17th)","Music (Scoring)","Wilson","Alfred Newman","NO"
"1944 (17th)","Music (Scoring)","Woman of the Town","Miklos Rozsa","NO"
"1944 (17th)","Music (Scoring)","Brazil","Walter Scharf","NO"
"1944 (17th)","Music (Scoring)","Cover Girl","Morris Stoloff, Carmen Dragon","YES"
"1944 (17th)","Music (Scoring)","Higher and Higher","C. Bakaleinikoff","NO"
"1944 (17th)","Music (Scoring)","Hollywood Canteen","Ray Heindorf","NO"
"1944 (17th)","Music (Scoring)","Irish Eyes Are Smiling","Alfred Newman","NO"
"1944 (17th)","Music (Scoring)","Knickerbocker Holiday","Werner R. Heymann, Kurt Weill","NO"
"1944 (17th)","Music (Scoring)","Lady in the Dark","Robert Emmett Dolan","NO"
"1944 (17th)","Music (Scoring)","Lady, Let's Dance","Edward Kay","NO"
"1944 (17th)","Music (Scoring)","Meet Me in St. Louis","Georgie Stoll","NO"
"1944 (17th)","Music (Scoring)","The Merry Monahans","H. J. Salter","NO"
"1944 (17th)","Music (Scoring)","Minstrel Man","Ferde Grofe, Leo Erdody","NO"
"1944 (17th)","Music (Scoring)","Sensations of 1945","Mahlon Merrick","NO"
"1944 (17th)","Music (Scoring)","Song of the Open Road","Charles Previn","NO"
"1944 (17th)","Music (Scoring)","Up in Arms","Ray Heindorf, Louis Forbes","NO"
"1944 (17th)","Music (Song)","Higher and Higher","Music by Jimmy McHugh; Lyrics by Harold Adamson","NO"
"1944 (17th)","Music (Song)","Follow the Boys","Music by Jule Styne; Lyrics by Sammy Cahn","NO"
"1944 (17th)","Music (Song)","Sweet and Lowdown","Music by James V. Monaco; Lyrics by Mack Gordon","NO"
"1944 (17th)","Music (Song)","Cover Girl","Music by Jerome Kern; Lyrics by Ira Gershwin","NO"
"1944 (17th)","Music (Song)","Up in Arms","Music by Harold Arlen; Lyrics by Ted Koehler","NO"
"1944 (17th)","Music (Song)","Minstrel Man","Music by Harry Revel; Lyrics by Paul Webster","NO"
"1944 (17th)","Music (Song)","Brazil","Music by Ary Barroso; Lyrics by Ned Washington","NO"
"1944 (17th)","Music (Song)","Lady, Let's Dance","Music by Lew Pollack; Lyrics by Charles Newman","NO"
"1944 (17th)","Music (Song)","Hollywood Canteen","Music by M. K. Jerome; Lyrics by Ted Koehler","NO"
"1944 (17th)","Music (Song)","Going My Way","Music by James Van Heusen; Lyrics by Johnny Burke","YES"
"1944 (17th)","Music (Song)","Song of the Open Road","Music by Walter Kent; Lyrics by Kim Gannon","NO"
"1944 (17th)","Music (Song)","Meet Me in St. Louis","Music and Lyrics by Ralph Blane and Hugh Martin","NO"
"1944 (17th)","Best Picture","Double Indemnity","Paramount","NO"
"1944 (17th)","Best Picture","Gaslight","Metro-Goldwyn-Mayer","NO"
"1944 (17th)","Best Picture","Going My Way","Paramount","YES"
"1944 (17th)","Best Picture","Since You Went Away","Selznick International Pictures","NO"
"1944 (17th)","Best Picture","Wilson","20th Century-Fox","NO"
"1944 (17th)","Honorary Award","To Margaret O'Brien, outstanding child actress of 1944.","","YES"
"1944 (17th)","Honorary Award","To Bob Hope for his many services to the Academy.","","YES"
"1943 (16th)","Actor -- Leading Role","Humphrey Bogart","Casablanca {'Rick Blane'}","NO"
"1943 (16th)","Actor -- Leading Role","Gary Cooper","For Whom the Bell Tolls {'Robert Jordan'}","NO"
"1943 (16th)","Actor -- Leading Role","Paul Lukas","Watch on the Rhine {'Kurt Muller'}","YES"
"1943 (16th)","Actor -- Leading Role","Walter Pidgeon","Madame Curie {'Pierre Curie'}","NO"
"1943 (16th)","Actor -- Leading Role","Mickey Rooney","The Human Comedy {'Homer Macauley'}","NO"
"1943 (16th)","Actor -- Supporting Role","Charles Bickford","The Song of Bernadette {'Dean Peyramale'}","NO"
"1943 (16th)","Actor -- Supporting Role","Charles Coburn","The More the Merrier {'Benjamin Dingle'}","YES"
"1943 (16th)","Actor -- Supporting Role","J. Carrol Naish","Sahara {'Giuseppe'}","NO"
"1943 (16th)","Actor -- Supporting Role","Claude Rains","Casablanca {'Captain Louis Renault'}","NO"
"1943 (16th)","Actor -- Supporting Role","Akim Tamiroff","For Whom the Bell Tolls {'Pablo'}","NO"
"1943 (16th)","Actress -- Leading Role","Jean Arthur","The More the Merrier {'Connie Milligan'}","NO"
"1943 (16th)","Actress -- Leading Role","Ingrid Bergman","For Whom the Bell Tolls {'Maria'}","NO"
"1943 (16th)","Actress -- Leading Role","Joan Fontaine","The Constant Nymph {'Teresa 'Tessa' Sanger'}","NO"
"1943 (16th)","Actress -- Leading Role","Greer Garson","Madame Curie {'Madame Marie Curie'}","NO"
"1943 (16th)","Actress -- Leading Role","Jennifer Jones","The Song of Bernadette {'Bernadette Soubirous'}","YES"
"1943 (16th)","Actress -- Supporting Role","Gladys Cooper","The Song of Bernadette {'Sister Vauzous'}","NO"
"1943 (16th)","Actress -- Supporting Role","Paulette Goddard","So Proudly We Hail! {'Lieutenant Joan O'Doul'}","NO"
"1943 (16th)","Actress -- Supporting Role","Katina Paxinou","For Whom the Bell Tolls {'Pilar'}","YES"
"1943 (16th)","Actress -- Supporting Role","Anne Revere","The Song of Bernadette {'Louise Soubirous'}","NO"
"1943 (16th)","Actress -- Supporting Role","Lucile Watson","Watch on the Rhine {'Fanny Farrelly'}","NO"
"1943 (16th)","Cinematography","Air Force","James Wong Howe, Elmer Dyer, Charles Marshall","NO"
"1943 (16th)","Cinematography","Casablanca","Arthur Edeson","NO"
"1943 (16th)","Cinematography","Corvette K-225","Tony Gaudio","NO"
"1943 (16th)","Cinematography","Five Graves to Cairo","John Seitz","NO"
"1943 (16th)","Cinematography","The Human Comedy","Harry Stradling","NO"
"1943 (16th)","Cinematography","Madame Curie","Joseph Ruttenberg","NO"
"1943 (16th)","Cinematography","The North Star","James Wong Howe","NO"
"1943 (16th)","Cinematography","Sahara","Rudolph Maté","NO"
"1943 (16th)","Cinematography","So Proudly We Hail!","Charles Lang","NO"
"1943 (16th)","Cinematography","The Song of Bernadette","Arthur Miller","YES"
"1943 (16th)","Cinematography","For Whom the Bell Tolls","Ray Rennahan","NO"
"1943 (16th)","Cinematography","Heaven Can Wait","Edward Cronjager","NO"
"1943 (16th)","Cinematography","Hello, Frisco, Hello","Charles G. Clarke, Allen Davey","NO"
"1943 (16th)","Cinematography","Lassie Come Home","Leonard Smith","NO"
"1943 (16th)","Cinematography","Phantom of the Opera","Hal Mohr, W. Howard Greene","YES"
"1943 (16th)","Cinematography","Thousands Cheer","George Folsey","NO"
"1943 (16th)","Directing","Casablanca","Michael Curtiz","YES"
"1943 (16th)","Directing","Heaven Can Wait","Ernst Lubitsch","NO"
"1943 (16th)","Directing","The Human Comedy","Clarence Brown","NO"
"1943 (16th)","Directing","The More the Merrier","George Stevens","NO"
"1943 (16th)","Directing","The Song of Bernadette","Henry King","NO"
"1943 (16th)","Music (Scoring)","The Amazing Mrs. Holliday","Frank Skinner, Hans J. Salter","NO"
"1943 (16th)","Music (Scoring)","Casablanca","Max Steiner","NO"
"1943 (16th)","Music (Scoring)","Commandos Strike at Dawn","Morris Stoloff, Louis Gruenberg","NO"
"1943 (16th)","Music (Scoring)","The Fallen Sparrow","Roy Webb, C. Bakaleinikoff","NO"
"1943 (16th)","Music (Scoring)","For Whom the Bell Tolls","Victor Young","NO"
"1943 (16th)","Music (Scoring)","Hangmen Also Die","Hanns Eisler","NO"
"1943 (16th)","Music (Scoring)","Hi Diddle Diddle","Phil Boutelje","NO"
"1943 (16th)","Music (Scoring)","In Old Oklahoma","Walter Scharf","NO"
"1943 (16th)","Music (Scoring)","Johnny Come Lately","Leigh Harline","NO"
"1943 (16th)","Music (Scoring)","The Kansan","Gerard Carbonara","NO"
"1943 (16th)","Music (Scoring)","Lady of Burlesque","Arthur Lange","NO"
"1943 (16th)","Music (Scoring)","Madame Curie","Herbert Stothart","NO"
"1943 (16th)","Music (Scoring)","The Moon and Sixpence","Dimitri Tiomkin","NO"
"1943 (16th)","Music (Scoring)","The North Star","Aaron Copland","NO"
"1943 (16th)","Music (Scoring)","The Song of Bernadette","Alfred Newman","YES"
"1943 (16th)","Music (Scoring)","Victory through Air Power","Edward H. Plumb, Paul J. Smith, Oliver G. Wallace","NO"
"1943 (16th)","Music (Scoring)","Coney Island","Alfred Newman","NO"
"1943 (16th)","Music (Scoring)","Hit Parade of 1943","Walter Scharf","NO"
"1943 (16th)","Music (Scoring)","Phantom of the Opera","Edward Ward","NO"
"1943 (16th)","Music (Scoring)","Saludos Amigos","Charles Wolcott, Edward H. Plumb, Paul J. Smith","NO"
"1943 (16th)","Music (Scoring)","The Sky's the Limit","Leigh Harline","NO"
"1943 (16th)","Music (Scoring)","Something to Shout About","Morris Stoloff","NO"
"1943 (16th)","Music (Scoring)","Stage Door Canteen","Frederic E. Rich","NO"
"1943 (16th)","Music (Scoring)","Star Spangled Rhythm","Robert Emmett Dolan","NO"
"1943 (16th)","Music (Scoring)","This Is the Army","Ray Heindorf","YES"
"1943 (16th)","Music (Scoring)","Thousands Cheer","Herbert Stothart","NO"
"1943 (16th)","Music (Song)","Hit Parade of 1943","Music by Jule Styne; Lyrics by Harold Adamson","NO"
"1943 (16th)","Music (Song)","Cabin in the Sky","Music by Harold Arlen; Lyrics by E. Y. Harburg","NO"
"1943 (16th)","Music (Song)","The Sky's the Limit","Music by Harold Arlen; Lyrics by Johnny Mercer","NO"
"1943 (16th)","Music (Song)","Saludos Amigos","Music by Charles Wolcott; Lyrics by Ned Washington","NO"
"1943 (16th)","Music (Song)","Hers to Hold","Music by Jimmy McHugh; Lyrics by Herb Magidson","NO"
"1943 (16th)","Music (Song)","Star Spangled Rhythm","Music by Harold Arlen; Lyrics by Johnny Mercer","NO"
"1943 (16th)","Music (Song)","Thank Your Lucky Stars","Music by Arthur Schwartz; Lyrics by Frank Loesser","NO"
"1943 (16th)","Music (Song)","Stage Door Canteen","Music by James Monaco; Lyrics by Al Dubin","NO"
"1943 (16th)","Music (Song)","Something to Shout About","Music and Lyrics by Cole Porter","NO"
"1943 (16th)","Music (Song)","Hello, Frisco, Hello","Music by Harry Warren; Lyrics by Mack Gordon","YES"
"1943 (16th)","Best Picture","Casablanca","Warner Bros.","YES"
"1943 (16th)","Best Picture","For Whom the Bell Tolls","Paramount","NO"
"1943 (16th)","Best Picture","Heaven Can Wait","20th Century-Fox","NO"
"1943 (16th)","Best Picture","The Human Comedy","Metro-Goldwyn-Mayer","NO"
"1943 (16th)","Best Picture","In Which We Serve","Two Cities","NO"
"1943 (16th)","Best Picture","Madame Curie","Metro-Goldwyn-Mayer","NO"
"1943 (16th)","Best Picture","The More the Merrier","Columbia","NO"
"1943 (16th)","Best Picture","The Ox-Bow Incident","20th Century-Fox","NO"
"1943 (16th)","Best Picture","The Song of Bernadette","20th Century-Fox","NO"
"1943 (16th)","Best Picture","Watch on the Rhine","Warner Bros.","NO"
"1943 (16th)","Honorary Award","To George Pal","","YES"
"1942 (15th)","Actor -- Leading Role","James Cagney","Yankee Doodle Dandy {'George M. Cohan'}","YES"
"1942 (15th)","Actor -- Leading Role","Ronald Colman","Random Harvest {'Charles Ranier'}","NO"
"1942 (15th)","Actor -- Leading Role","Gary Cooper","The Pride of the Yankees {'Lou Gehrig'}","NO"
"1942 (15th)","Actor -- Leading Role","Walter Pidgeon","Mrs. Miniver {'Clem Miniver'}","NO"
"1942 (15th)","Actor -- Leading Role","Monty Woolley","The Pied Piper {'Howard'}","NO"
"1942 (15th)","Actor -- Supporting Role","William Bendix","Wake Island {'Smacksie Randall'}","NO"
"1942 (15th)","Actor -- Supporting Role","Van Heflin","Johnny Eager {'Jeff Hartnett'}","YES"
"1942 (15th)","Actor -- Supporting Role","Walter Huston","Yankee Doodle Dandy {'Jerry Cohan'}","NO"
"1942 (15th)","Actor -- Supporting Role","Frank Morgan","Tortilla Flat {'The Pirate'}","NO"
"1942 (15th)","Actor -- Supporting Role","Henry Travers","Mrs. Miniver {'Mr. Ballard'}","NO"
"1942 (15th)","Actress -- Leading Role","Bette Davis","Now, Voyager {'Charlotte Vale'}","NO"
"1942 (15th)","Actress -- Leading Role","Greer Garson","Mrs. Miniver {'Kay Miniver'}","YES"
"1942 (15th)","Actress -- Leading Role","Katharine Hepburn","Woman of the Year {'Tess Harding'}","NO"
"1942 (15th)","Actress -- Leading Role","Rosalind Russell","My Sister Eileen {'Ruth Sherwood'}","NO"
"1942 (15th)","Actress -- Leading Role","Teresa Wright","The Pride of the Yankees {'Eleanor Gehrig'}","NO"
"1942 (15th)","Actress -- Supporting Role","Gladys Cooper","Now, Voyager {'Mrs. Vale'}","NO"
"1942 (15th)","Actress -- Supporting Role","Agnes Moorehead","The Magnificent Ambersons {'Fanny Minafer'}","NO"
"1942 (15th)","Actress -- Supporting Role","Susan Peters","Random Harvest {'Kitty'}","NO"
"1942 (15th)","Actress -- Supporting Role","Dame May Whitty","Mrs. Miniver {'Lady Beldon'}","NO"
"1942 (15th)","Actress -- Supporting Role","Teresa Wright","Mrs. Miniver {'Carol Beldon'}","YES"
"1942 (15th)","Cinematography","Kings Row","James Wong Howe","NO"
"1942 (15th)","Cinematography","The Magnificent Ambersons","Stanley Cortez","NO"
"1942 (15th)","Cinematography","Mrs. Miniver","Joseph Ruttenberg","YES"
"1942 (15th)","Cinematography","Moontide","Charles Clarke","NO"
"1942 (15th)","Cinematography","The Pied Piper","Edward Cronjager","NO"
"1942 (15th)","Cinematography","The Pride of the Yankees","Rudolph Maté","NO"
"1942 (15th)","Cinematography","Take a Letter, Darling","John Mescall","NO"
"1942 (15th)","Cinematography","The Talk of the Town","Ted Tetzlaff","NO"
"1942 (15th)","Cinematography","Ten Gentlemen from West Point","Leon Shamroy","NO"
"1942 (15th)","Cinematography","This above All","Arthur Miller","NO"
"1942 (15th)","Cinematography","Arabian Nights","Milton Krasner, William V. Skall, W. Howard Greene","NO"
